CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,is_rural,is_loc_diferenciada,NU_ANO_CENSO,y_real,y_pred,residuo,grupo
26020882,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO METHODIO DE GODOY LIMA,Serra Talhada,0,0,2023,1.7,0.5601180791854858,1.1398819208145141,urbana
26020955,ESCOLA TECNICA ESTADUAL CLOVIS NOGUEIRA ALVES,Serra Talhada,0,0,2023,0.0,0.47726261615753174,-0.47726261615753174,urbana
26020963,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO TIMOTEO,Serra Talhada,0,0,2023,0.0,0.5909997820854187,-0.5909997820854187,urbana
26020971,ESCOLA DE REFERENCIA EM ENSINO MEDIO CORNELIO SOARES,Serra Talhada,0,0,2023,0.5,0.6988503932952881,-0.19885039329528809,urbana
26021820,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MANOEL PEREIRA LINS,Serra Talhada,0,0,2023,0.0,1.7683806419372559,-1.7683806419372559,urbana
26021900,ESCOLA DE REFERENCIA EM ENSINO MEDIO SOLIDONIO LEITE,Serra Talhada,0,0,2023,0.4,0.8247711062431335,-0.4247711062431335,urbana
26021927,ESCOLA DE REFERENCIA EM ENSINO MEDIO IRNERO IGNACIO,Serra Talhada,0,0,2023,1.1,0.9704254269599915,0.12957457304000863,urbana
26022850,ESCOLA DE REFERENCIA EM ENSINO MEDIO NOSSA SENHORA DE LOURDES,Solidão,0,0,2023,0.0,0.5473788976669312,-0.5473788976669312,urbana
26023245,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ARNALDO ALVES CAVALCANTI,Tabira,0,0,2023,0.5,0.6900455355644226,-0.1900455355644226,urbana
26023334,ESCOLA DE REFERENCIA EM FUNDAMENTAL E MEDIO PEDRO PIRES FERREIRA,Tabira,0,0,2023,2.2,0.47726261615753174,1.7227373838424684,urbana
26024047,ESCOLA MONSENHOR LUIZ SAMPAIO,Triunfo,0,0,2023,1.6,1.0687758922576904,0.5312241077423097,urbana
26024551,ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO OLIMPIO TORRES,Tuparetama,0,0,2023,0.0,0.47726261615753174,-0.47726261615753174,urbana
26024578,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL ERNESTO DE SOUZA LEITE,Tuparetama,0,0,2023,0.0,0.7310452461242676,-0.7310452461242676,urbana
26024675,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR VITORINO FREIRE,Arcoverde,0,0,2023,1.0,0.6094816327095032,0.3905183672904968,urbana
26024730,ESCOLA DE REFERENCIA EM ENSINO MEDIO CARLOS RIOS,Arcoverde,0,0,2023,0.5,0.5492038726806641,-0.04920387268066406,urbana
26024764,ESCOLA JORNALISTA EDSON REGIS,Arcoverde,0,0,2023,0.0,0.8053245544433594,-0.8053245544433594,urbana
26024780,ESCOLA LIONS ANTONIO MORENO,Arcoverde,0,0,2023,0.4,0.9704414010047913,-0.5704414010047912,urbana
26024802,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONSENHOR JOSE KEHRLE,Arcoverde,0,0,2023,3.7,0.5492038726806641,3.150796127319336,urbana
26025876,ESCOLA DE REFERENCIA EM ENSINO MEDIO OSMAR DE SOUZA FERRAZ,Betânia,0,0,2023,0.3,0.5985502004623413,-0.2985502004623413,urbana
26025981,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL GENERAL JOAQUIM INACIO,Custódia,0,0,2023,2.2,2.2656381130218506,-0.06563811302185041,urbana
26026627,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE PEREIRA BURGOS,Custódia,0,0,2023,0.0,0.47726261615753174,-0.47726261615753174,urbana
26026902,ESCOLA APOLONIO ALVES DA SILVA,Ibimirim,1,0,2023,0.0,0.7038303017616272,-0.7038303017616272,rural
26027186,ESCOLA INDIGENA PEDRO FERREIRA DE QUEIROZ,Ibimirim,1,1,2023,1.5,14.812015533447266,-13.312015533447266,diferenciada
26027615,ESCOLA IRACEMA MOURA DE MORAES VERAS,Ibimirim,0,0,2023,0.0,0.7627647519111633,-0.7627647519111633,urbana
26027828,ESCOLA DE REFERENCIA EM ENSINO MEDIO PEDRO BEZERRA DE MELO,Ibimirim,0,0,2023,0.2,0.5081440806388855,-0.3081440806388855,urbana
26027917,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO GUILHERME DIAS LIMA,Inajá,0,0,2023,2.1,0.6050783395767212,1.494921660423279,urbana
26028409,ESCOLA MARIA GILDETE ARAUJO,Inajá,1,1,2023,12.8,15.563833236694336,-2.7638332366943352,diferenciada
26028506,ESCOLA ESTADUAL INDIGENA AIMBERE,Inajá,1,1,2023,1.6,13.929974555969238,-12.329974555969239,diferenciada
26028573,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL JOEL PEDRO DA SILVA,Inajá,0,0,2023,0.0,0.6540951728820801,-0.6540951728820801,urbana
26029243,ESCOLA DE REFERENCIA EM ENSINO MEDIO CORONEL MANOEL DE SOUZA NETO,Manari,0,0,2023,0.0,0.5658435225486755,-0.5658435225486755,urbana
26029812,ESCOLA AMARO LAFAYETTE,Sertânia,0,0,2023,7.9,0.7462791800498962,7.153720819950104,urbana
26029910,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLAVO BILAC,Sertânia,0,0,2023,0.0,0.47726261615753174,-0.47726261615753174,urbana
26030950,ESCOLA ESTADUAL ANTONIO CAVALCANTI FILHO,Afrânio,0,0,2023,0.0,0.2944621443748474,-0.2944621443748474,urbana
26031272,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE CALDAS CAVALCANTI,Cabrobó,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26031469,ESCOLA INDIGENA JOAO ALBERTO MACIEL,Cabrobó,1,1,2023,0.0,1.4501371383666992,-1.4501371383666992,diferenciada
26031892,ESCOLA ESTADUAL INDIGENA MILITAO PRIMO DOS SANTOS,Cabrobó,1,1,2023,0.0,4.830935955047607,-4.830935955047607,diferenciada
26031914,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO GUERRA,Cabrobó,0,0,2023,0.0,0.2944621443748474,-0.2944621443748474,urbana
26032082,ESCOLA MINISTRO MARCOS FREIRE,Cabrobó,0,0,2023,0.0,0.8289954662322998,-0.8289954662322998,urbana
26032090,ESCOLA INDIGENA ACILON CIRIACO DA LUZ,Cabrobó,1,1,2023,1.7,3.008634328842163,-1.3086343288421631,diferenciada
26033089,ESCOLA NOSSA SENHORA DAS GRACAS - DORMENTES,Dormentes,1,0,2023,0.0,0.34792646765708923,-0.34792646765708923,rural
26033356,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR NILO COELHO,Dormentes,0,0,2023,0.2,0.8832980990409851,-0.6832980990409852,urbana
26033364,ESCOLA DE REFERENCIA EM ENSINO MEDIO JACOB ANTONIO DE OLIVEIRA,Orocó,0,0,2023,0.0,0.2944621443748474,-0.2944621443748474,urbana
26033879,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTACILIO NUNES DE SOUZA,Petrolina,0,0,2023,0.0,0.47845762968063354,-0.47845762968063354,urbana
26034298,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26034310,ESCOLA ESTADUAL DE ALTERNANCIA,Petrolina,1,0,2023,0.0,0.8185017108917236,-0.8185017108917236,rural
26034328,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DOM AVELAR BRANDAO VILELA,Petrolina,1,0,2023,0.0,0.292364239692688,-0.292364239692688,rural
26034336,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM MALAN,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26034344,ESCOLA DOUTOR DIEGO REGO BARROS,Petrolina,1,0,2023,0.0,-0.07981850206851959,0.07981850206851959,rural
26034352,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR PACIFICO RODRIGUES DA LUZ,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26034360,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO EDISON NOLASCO,Petrolina,1,0,2023,0.3,0.20588096976280212,0.09411903023719786,rural
26034425,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JOAQUIM ANDRE CAVALCANTI,Petrolina,0,0,2023,0.0,0.8348010182380676,-0.8348010182380676,urbana
26034441,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARECHAL ANTONIO ALVES FILHO,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26034832,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONTEIRO LOBATO,Petrolina,1,0,2023,0.0,0.5913581252098083,-0.5913581252098083,rural
26035049,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MANOEL DE PAIVA NETTO,Petrolina,0,0,2023,0.7,0.5169560313224792,0.1830439686775207,urbana
26035073,ESCOLA POETA CARLOS DRUMOND DE ANDRADE,Petrolina,1,0,2023,0.0,0.6153400540351868,-0.6153400540351868,rural
26035111,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PROFESSOR MANOEL XAVIER PAES BARRETO,Petrolina,0,0,2023,0.0,0.21679531037807465,-0.21679531037807465,urbana
26035120,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA OSA SANTANA DE CARVALHO,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26035138,ESCOLA PROFESSORA WILMA WZELY CUNHA COELHO AMORIM,Petrolina,1,0,2023,5.1,0.9400033950805664,4.159996604919433,rural
26035146,ESCOLA PROFESSORA ADELINA ALMEIDA,Petrolina,0,0,2023,0.3,0.21679531037807465,0.08320468962192534,urbana
26035251,ESCOLA FRANCISCO XAVIER DOS SANTOS,Petrolina,1,0,2023,1.5,0.23676270246505737,1.2632372975349426,rural
26035316,ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA JOAO FERREIRA GOMES,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26035340,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO CASSIMIRO,Petrolina,0,0,2023,0.0,0.5437644124031067,-0.5437644124031067,urbana
26035502,ESCOLA ANTONIO NUNES DOS SANTOS,Petrolina,1,0,2023,1.9,0.22566157579421997,1.67433842420578,rural
26035553,ESCOLA ESTADUAL DE APLICACAO PROFESSORA VANDE DE SOUZA FERREIRA,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26035561,ESCOLA DOM ANTONIO CAMPELO,Petrolina,0,0,2023,4.4,0.6932379007339478,3.7067620992660526,urbana
26035600,ESCOLA DE REFERENCIA EM ENSINO MEDIO GERCINO COELHO,Petrolina,0,0,2023,0.0,0.22566157579421997,-0.22566157579421997,urbana
26035979,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO PADRE LUIZ CASSIANO,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26036037,ESCOLA PROFESSOR SIMAO AMORIM DURANDO,Petrolina,0,0,2023,0.0,0.46200206875801086,-0.46200206875801086,urbana
26036045,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR HUMBERTO SOARES,Petrolina,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26036118,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JESUINO ANTONIO DAVILA,Petrolina,0,0,2023,1.4,0.4586770236492157,0.9413229763507842,urbana
26036134,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NUCLEO DE MORADORES 11,Petrolina,1,0,2023,0.0,0.14983682334423065,-0.14983682334423065,rural
26036169,ESCOLA MANOEL MARINHO,Petrolina,1,0,2023,0.0,0.3176981806755066,-0.3176981806755066,rural
26036177,ESCOLA NUCLEO DE MORADORES - 6,Petrolina,1,0,2023,5.7,0.9452686905860901,4.75473130941391,rural
26036193,ESCOLA NUCLEO DE MORADORES-7,Petrolina,1,0,2023,0.0,0.09917449206113815,-0.09917449206113815,rural
26036207,ESCOLA ERIKA THAYNARA DA SILVA LEITE,Petrolina,1,0,2023,0.0,0.8508983254432678,-0.8508983254432678,rural
26036215,ESCOLA NUCLEO DE MORADORES - 9,Petrolina,1,0,2023,0.0,0.20588096976280212,-0.20588096976280212,rural
26036223,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO NOSSA SENHORA APARECIDA,Petrolina,1,0,2023,0.0,0.14097054302692413,-0.14097054302692413,rural
26036266,ESCOLA SAO JOSE - PETROLINA,Petrolina,1,0,2023,0.0,0.5032682418823242,-0.5032682418823242,rural
26037599,ESCOLA PROFESSORA JUDITH GOMES DE BARROS,Santa Maria da Boa Vista,0,0,2023,0.6,5.525331020355225,-4.925331020355225,urbana
26037700,ESCOLA SANTA MARIA,Lagoa Grande,0,0,2023,1.2,0.8761844038963318,0.32381559610366817,urbana
26037726,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO DE AMORIM COELHO,Lagoa Grande,0,0,2023,2.3,2.1368460655212402,0.1631539344787596,urbana
26037904,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MAURILO SAMPAIO,Santa Maria da Boa Vista,0,0,2023,1.0,0.2944621443748474,0.7055378556251526,urbana
26038536,ESCOLA DE REFERENCIA EM ENSINO MEDIO GUMERCINDO CABRAL,Terra Nova,0,0,2023,0.0,0.34792646765708923,-0.34792646765708923,urbana
26038935,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR JOAO PIRES,Belém do São Francisco,0,0,2023,4.1,0.49971169233322144,3.600288307666778,urbana
26039702,ESCOLA DE REFERENCIA EM ENSINO MEDIO TERCINA RORIZ,Belém do São Francisco,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
26039770,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO DOUTOR ALIPIO LUSTOSA,Belém do São Francisco,0,0,2023,2.0,1.3214010000228882,0.6785989999771118,urbana
26040220,ESCOLA CELESTINO NUNES,Belém do São Francisco,1,0,2023,0.0,2.1337969303131104,-2.1337969303131104,rural
26040280,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AURELIANO GONCALVES DOS SANTOS,Carnaubeira da Penha,0,0,2023,0.0,0.44218161702156067,-0.44218161702156067,urbana
26040310,ESCOLA BOM JESUS DOS AFLITOS,Carnaubeira da Penha,1,1,2023,0.0,4.103148937225342,-4.103148937225342,diferenciada
26040387,ESCOLA JOAO LIMA,Carnaubeira da Penha,1,1,2023,6.5,6.143950462341309,0.3560495376586914,diferenciada
26040468,ESCOLA OLHO DAGUA DO PADRE,Carnaubeira da Penha,1,1,2023,18.2,6.031118869781494,12.168881130218505,diferenciada
26040522,ESCOLA SAGRADA FAMILIA,Carnaubeira da Penha,1,1,2023,16.7,16.439565658569336,0.26043434143066335,diferenciada
26040530,ESCOLA ESTADUAL INDIGENA TIA AMELIA CAXIADO,Carnaubeira da Penha,1,1,2023,0.0,8.845373153686523,-8.845373153686523,diferenciada
26040581,ESCOLA GOV ESTACIO COIMBRA,Carnaubeira da Penha,1,1,2023,2.4,14.412003517150879,-12.012003517150879,diferenciada
26040646,ESCOLA EMILIANO QUIRINO DE SA,Carnaubeira da Penha,1,1,2023,0.0,6.866836071014404,-6.866836071014404,diferenciada
26040824,ESCOLA ESTADUAL INDIGENA ESPECIOSA BENIGNA DE BARROS,Carnaubeira da Penha,1,1,2023,4.4,5.371417045593262,-0.9714170455932614,diferenciada
26040948,ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO NESTOR VALGUEIRO DE CARVALHO,Floresta,0,0,2023,4.7,0.21679531037807465,4.4832046896219255,urbana
26040956,ESCOLA TECNICA ESTADUAL DEPUTADO AFONSO FERRAZ,Floresta,0,0,2023,1.7,0.31437551975250244,1.3856244802474975,urbana
26040972,ESCOLA JULIO DE MELLO,Floresta,0,0,2023,0.0,0.3905082941055298,-0.3905082941055298,urbana
26041200,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TRES MARIAS,Floresta,0,0,2023,3.9,2.355271816253662,1.5447281837463378,urbana
26041529,ESCOLA MENINO JESUS,Floresta,1,1,2023,12.7,7.9804487228393555,4.719551277160644,diferenciada
26041910,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARIA DE MENEZES GUIMARAES,Itacuruba,0,0,2023,0.0,0.23676270246505737,-0.23676270246505737,urbana
26042037,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE JATOBA,Petrolândia,0,0,2023,0.0,0.20588096976280212,-0.20588096976280212,urbana
