CO_ENTIDADE,NO_ENTIDADE,NO_MUNICIPIO,NU_ANO_CENSO,y_real,y_pred,residuo,residuo_z
26000024,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ GONZAGA DUARTE,Araripina,2022,9.4,0.4128226935863495,8.98717730641365,4.385294208588087
26127636,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO EDUCADOR PAULO FREIRE,Recife,2023,9.9,1.1581443548202515,8.741855645179749,4.26558947554777
26043076,ESCOLA PANKARARUS EZEQUIEL,Tacaratu,2022,21.4,12.93520736694336,8.46479263305664,4.1303965466611485
26091828,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR JOSE MENDES DA SILVA,Timbaúba,2023,9.4,1.7798782587051392,7.620121741294861,3.7182392870995256
26128527,ESCOLA ROTARY DO ALTO DO PASCOAL,Recife,2022,11.6,4.210104942321777,7.389895057678222,3.6059001501375803
26113236,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUREA DE MOURA CAVALCANTI,Olinda,2023,7.8,0.421304851770401,7.378695148229599,3.600435153023669
26029812,ESCOLA AMARO LAFAYETTE,Sertânia,2023,7.9,0.5637328624725342,7.336267137527466,3.579732400282695
26050048,ESCOLA DE REFERENCIA EM ENSINO MEDIO BENTO AMERICO,Belo Jardim,2023,7.7,0.4607090950012207,7.2392909049987795,3.532412836377435
26019370,ESCOLA SANTA CRUZ,Santa Cruz da Baixa Verde,2022,8.5,1.392586350440979,7.107413649559021,3.4680633142964865
26095530,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA EUDOXIA DE ALCANTARA FERREIRA,Vitória de Santo Antão,2023,7.4,0.36840927600860596,7.031590723991394,3.4310655089752733
26186411,ESCOLA ESTADUAL INDIGENA JOSEFA ALICE DA CONCEICAO,Itacuruba,2023,13.2,6.626617908477783,6.573382091522216,3.2074825536397675
26055040,ESCOLA SANTO AMARO,Caruaru,2023,8.5,1.9971373081207275,6.5028626918792725,3.1730726044083646
26169975,ESCOLA JOSE ANTONIO FAGUNDES,Paudalho,2023,7.7,1.1998752355575562,6.500124764442444,3.1717366323981437
26128594,ESCOLA SAO MIGUEL,Recife,2022,7.4,1.0652655363082886,6.334734463691712,3.091034415972389
26054949,ESCOLA PROFESSORA ROSILDA MACIEL VIEIRA,Caruaru,2022,11.0,4.788257598876953,6.211742401123047,3.0310204247829904
26089947,ESCOLA SEVERINO GOUVEIA DE LIMA,Itaquitinga,2022,7.7,1.5566519498825073,6.143348050117493,2.9976473932805683
26055473,ESCOLA PAULINA MONTEIRO,Caruaru,2022,11.2,5.357441425323486,5.842558574676513,2.850877133867277
26047365,ESCOLA FREI JOAO PEREIRA DE SOUZA,Itaíba,2023,6.2,0.3634765148162842,5.836523485183716,2.8479323112495916
26040522,ESCOLA SAGRADA FAMILIA,Carnaubeira da Penha,2022,20.0,14.1649751663208,5.835024833679199,2.8472010440742173
26069555,ESCOLA SERAFICO RICARDO,Limoeiro,2022,9.7,4.028709411621094,5.6712905883789055,2.767306900097498
26054850,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MARIO SETTE,Caruaru,2023,6.7,1.2048602104187012,5.495139789581299,2.681354097402258
26124785,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME,Recife,2022,7.3,1.8586398363113403,5.4413601636886595,2.6551123227130327
26001225,ESCOLA SAO JOAO BATISTA - ARARIPINA,Araripina,2022,9.9,4.5568084716796875,5.343191528320313,2.6072109257039204
26019370,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SANTA CRUZ,Santa Cruz da Baixa Verde,2023,9.5,4.182497024536133,5.317502975463867,2.594676193359429
26001896,ESCOLA VITALINA MARIA DE JESUS,Araripina,2023,6.9,1.7646299600601196,5.135370039939881,2.5058044063550162
26003210,ESCOLA SAO VICENTE DE PAULA - EXU,Exu,2022,9.5,4.380818843841553,5.119181156158447,2.4979050386370165
26110245,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR ADERBAL JUREMA,Jaboatão dos Guararapes,2022,5.3,0.3067410886287689,4.993258911371231,2.436461264694367
26036177,ESCOLA NUCLEO DE MORADORES - 6,Petrolina,2023,5.7,0.7735983729362488,4.926401627063751,2.403838245065469
26109360,ESCOLA DE REFERENCIA EM ENSINO MEDIO BERNARDO VIEIRA,Jaboatão dos Guararapes,2022,6.1,1.1848907470703125,4.915109252929687,2.398328129797577
26116383,ESCOLA PROFESSORA MARIA ALVES MACHADO,Paulista,2022,5.4,0.513157844543457,4.886842155456543,2.384535196308426
26050064,ESCOLA FREI CASSIANO COMACCHIO,Belo Jardim,2022,11.1,6.302518367767334,4.797481632232666,2.3409317186413707
26111284,ESCOLA VILA JOAO DE DEUS,Jaboatão dos Guararapes,2023,6.9,2.119105100631714,4.7808948993682865,2.332838220417223
26126141,ESCOLA DONA MARIA TERESA CORREA,Recife,2022,9.1,4.3734049797058105,4.726595020294189,2.30634258812779
26054825,ESCOLA PROFESSORA JESUINA PEREIRA REGO,Caruaru,2023,5.9,1.2393194437026978,4.660680556297303,2.2741796177787514
26095572,ESCOLA OLIVIA CARNEIRO DE CARVALHO,Vitória de Santo Antão,2023,6.0,1.4049876928329468,4.595012307167053,2.2421367880024334
26104601,ESCOLA DE REFERENCIA EM ENSINO MEDIO BARRA DO SIRINHAEM,Sirinhaém,2022,5.3,0.7267993688583374,4.573200631141662,2.231493778157119
26043076,ESCOLA PANKARARUS EZEQUIEL,Tacaratu,2023,14.8,10.248052597045898,4.551947402954102,2.2211232629990176
26055473,ESCOLA PAULINA MONTEIRO,Caruaru,2023,8.6,4.066708087921143,4.533291912078857,2.2120203140636274
26062836,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JOAQUIM RIBEIRO DA ROCHA,São Caitano,2023,5.8,1.2681701183319092,4.531829881668091,2.2113069161551944
26016010,ESCOLA JOAO GOMES DOS REIS,Carnaíba,2022,9.1,4.588099479675293,4.511900520324707,2.20158238197719
26181975,ESCOLA DE REFERENCIA EM ENSINO MEDIO DJALMA MACEDO GOMES,Santa Filomena,2022,9.0,4.515961647033691,4.484038352966309,2.1879870341844745
26003821,ESCOLA NELSON ARAUJO,Exu,2023,5.3,0.8267355561256409,4.473264443874359,2.1827299039939905
26018020,ESCOLA DE REFERENCIA EM ENSINO MEDIO ARISTAQUE JOSE DE VERAS,Ingazeira,2022,5.4,0.9424113631248474,4.457588636875153,2.1750808921513616
26147190,ESCOLA ESTADUAL ORORUBA,Pesqueira,2023,28.1,23.672983169555664,4.427016830444337,2.160163375659119
26074311,ESCOLA DE REFERENCIA EM ENSINO MEDIO JERONIMO GUEIROS,Canhotinho,2023,5.8,1.4200693368911743,4.3799306631088255,2.137187674848847
26040948,ESCOLA DE REFERENCIA EM ENSINO MEDIO CAPITAO NESTOR VALGUEIRO DE CARVALHO,Floresta,2023,4.7,0.32616889476776123,4.373831105232239,2.1342113948758175
26040522,ESCOLA SAGRADA FAMILIA,Carnaubeira da Penha,2023,16.7,12.373274803161621,4.326725196838378,2.111226061413835
26062585,ESCOLA DE REFERENCIA EM ENSINO MEDIO PIO XII,São Caitano,2023,4.8,0.5308592915534973,4.2691407084465025,2.083127703626993
26021820,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MANOEL PEREIRA LINS,Serra Talhada,2022,4.6,0.3929773271083832,4.2070226728916165,2.0528172009763654
26041200,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TRES MARIAS,Floresta,2022,6.7,2.5000929832458496,4.199907016754151,2.049345115739139
26075385,ESCOLA DE REFERENCIA EM ENSINO MEDIO FRANCISCO MADEIROS,Garanhuns,2022,6.8,2.608185291290283,4.191814708709717,2.04539647309068
26018314,ESCOLA DE REFERENCIA EM ENSINO MEDIO TERESA TORRES,Itapetim,2022,6.7,2.526855230331421,4.173144769668579,2.036286474171068
26147190,ESCOLA ESTADUAL ORORUBA,Pesqueira,2022,27.3,23.15397834777832,4.14602165222168,2.0230517458683495
26003210,ESCOLA SAO VICENTE DE PAULA - EXU,Exu,2023,6.9,2.7923460006713867,4.107653999328614,2.0043302451910447
26054094,ESCOLA DE REFERENCIA EM ENSINO MEDIO FELISBERTO CARVALHO,Caruaru,2023,4.4,0.3963901996612549,4.0036098003387455,1.9535618662316303
26000792,ESCOLA PROFESSOR MANOEL BONIFACIO COSTA,Araripina,2022,6.7,2.748962640762329,3.951037359237671,1.9279091375014037
26049422,ESCOLA CONEGO EMANUEL VASCONCELOS,Venturosa,2023,5.7,1.758509874343872,3.941490125656128,1.9232505637684363
26035138,ESCOLA PROFESSORA WILMA WZELY CUNHA COELHO AMORIM,Petrolina,2023,5.1,1.1737717390060425,3.926228260993957,1.915803535137154
26181975,ESCOLA DE REFERENCIA EM ENSINO MEDIO DJALMA MACEDO GOMES,Santa Filomena,2023,6.4,2.576627492904663,3.8233725070953373,1.8656150580977962
26040310,ESCOLA BOM JESUS DOS AFLITOS,Carnaubeira da Penha,2022,6.2,2.478588342666626,3.721411657333374,1.8158632496356701
26001896,ESCOLA VITALINA MARIA DE JESUS,Araripina,2022,4.2,0.5606210231781006,3.6393789768218996,1.7758353936696818
26154803,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELVIRA GRANJA DE SOUZA,Santa Cruz,2022,6.3,2.677203893661499,3.622796106338501,1.767743780094781
26167158,ESCOLA PROFESSORA GALTEMIR LINS,Palmares,2022,4.4,0.8220454454421997,3.5779545545578006,1.7458633397047074
26034310,ESCOLA ESTADUAL DE ALTERNANCIA,Petrolina,2022,3.9,0.4233677089214325,3.4766322910785674,1.6964231294932737
26129388,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AGAMENOM MAGALHAES,São Lourenço da Mata,2023,3.8,0.3963901996612549,3.403609800338745,1.6607917966709542
26043130,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SERGIO MAGALHAES,Tacaratu,2022,4.8,1.4160840511322021,3.3839159488677977,1.6511821795625095
26035561,ESCOLA DOM ANTONIO CAMPELO,Petrolina,2023,4.4,1.0369147062301636,3.363085293769837,1.6410178589924687
26183030,ESCOLA ESTADUAL DE MATRIZ DA LUZ,São Lourenço da Mata,2023,4.3,1.0134416818618774,3.2865583181381224,1.60367651236086
26024802,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONSENHOR JOSE KEHRLE,Arcoverde,2023,3.7,0.41505876183509827,3.284941238164902,1.602887458000452
26051761,ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO ALEXANDRE CAVALCANTI,Bezerros,2022,4.8,1.5337340831756592,3.2662659168243406,1.5937748327872117
26121859,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES,Recife,2022,7.3,4.044100761413574,3.2558992385864256,1.5887164109391658
26037726,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO ANTONIO DE AMORIM COELHO,Lagoa Grande,2022,7.2,3.9672038555145264,3.232796144485474,1.5774432534941616
26185725,ESCOLA ESTADUAL LUIZ GOMES DINIZ,Bodocó,2023,4.5,1.2906664609909058,3.2093335390090942,1.5659946724318379
26073102,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA ISMENIA LEMOS WANDERLEY,Brejão,2023,4.3,1.090857744216919,3.209142255783081,1.5659013357595282
26055082,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR LISBOA,Caruaru,2023,3.5,0.3060179352760315,3.1939820647239685,1.558503918774646
26081849,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR JOSE CONSTANTINO,Agrestina,2023,3.7,0.5275919437408447,3.1724080562591555,1.5479768788430692
26015315,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE SEVERINO DE ARAUJO,Brejinho,2023,3.6,0.4571935534477234,3.1428064465522767,1.5335327699547512
26042169,ESCOLA LOGRADOURO,Petrolândia,2023,11.5,8.367565155029297,3.132434844970703,1.5284719457605962
26079739,ESCOLA DE REFERENCIA EM ENSINO MEDIO NARCISO CORREIA,Paranatama,2023,3.6,0.502037525177002,3.097962474822998,1.511651148750488
26126010,ESCOLA CAIO PEREIRA,Recife,2022,7.6,4.542505264282227,3.057494735717773,1.491904910762488
26074079,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTA CORDEIRO DE MELO,Calçado,2022,3.6,0.6505264639854431,2.949473536014557,1.4391959538439243
26005107,ESCOLA DE REFERENCIA EM ENSINO MEDIO SAO SEBASTIAO - OURICURI,Ouricuri,2022,4.1,1.163884162902832,2.9361158370971676,1.4326780631085665
26041529,ESCOLA MENINO JESUS,Floresta,2023,12.7,9.845693588256836,2.8543064117431634,1.3927591445225487
26100614,ESCOLA DE REFERENCIA EM ENSINO MEDIO FABIO DA SILVEIRA BARROS,Maraial,2022,4.1,1.2803219556808472,2.8196780443191525,1.3758622286233815
26038935,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR JOAO PIRES,Belém do São Francisco,2023,4.1,1.3115904331207275,2.788409566879272,1.3606047714314977
26065606,ESCOLA JOSE BEZERRA DE ANDRADE,Taquaritinga do Norte,2022,4.9,2.1144955158233643,2.785504484176636,1.3591872359899473
26155559,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM HELDER CAMARA,Lagoa Grande,2023,3.1,0.3161409795284271,2.783859020471573,1.3583843317842959
26098210,ESCOLA ATHAYDE ACCIOLY LINS,Catende,2022,3.6,0.8677902221679688,2.7322097778320313,1.3331820778504044
26032090,ESCOLA INDIGENA ACILON CIRIACO DA LUZ,Cabrobó,2022,10.0,7.306894302368164,2.693105697631836,1.3141012373832086
26109115,ESCOLA SOUZA BRANDAO,Jaboatão dos Guararapes,2023,3.8,1.1670339107513428,2.632966089248657,1.2847561085003836
26043130,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SERGIO MAGALHAES,Tacaratu,2023,4.5,1.9165862798690796,2.5834137201309204,1.2605770242445569
26093600,ESCOLA PAROQUIAL DE MENORES,Glória do Goitá,2023,3.0,0.44744589924812317,2.552554100751877,1.245519069390859
26121344,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ DELGADO,Recife,2023,4.0,1.5314507484436035,2.4685492515563965,1.2045288934868676
26089505,ESCOLA DE REFERENCIA EM ENSINO MEDIO FREI ORLANDO,Itambé,2023,2.8,0.3353819251060486,2.4646180748939512,1.2026106753786687
26122855,ESCOLA DEBORA FEIJO,Recife,2022,3.4,0.944273054599762,2.455726945400238,1.198272247711423
26123258,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR,Recife,2023,3.0,0.600040853023529,2.399959146976471,1.1710603440051364
26049422,ESCOLA CONEGO EMANUEL VASCONCELOS,Venturosa,2022,3.7,1.3310940265655518,2.3689059734344484,1.1559079443751734
26040387,ESCOLA JOAO LIMA,Carnaubeira da Penha,2023,6.5,4.161167144775391,2.3388328552246094,1.141233762858172
26190028,ESCOLA ESTADUAL PAULO DANTAS FILHO,Buíque,2023,2.7,0.3852604627609253,2.314739537239075,1.1294774255538844
26154803,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELVIRA GRANJA DE SOUZA,Santa Cruz,2023,4.5,2.2486367225646973,2.2513632774353027,1.0985529722351415
26108925,ESCOLA DE REFERENCIA EM ENSINO MEDIO NESTOR GOMES DE MOURA,Jaboatão dos Guararapes,2023,2.8,0.5511047840118408,2.248895215988159,1.0973486813658742
26025981,ESCOLA GENERAL JOAQUIM INACIO,Custódia,2022,4.3,2.0554099082946777,2.244590091705322,1.0952479954729517
26040387,ESCOLA JOAO LIMA,Carnaubeira da Penha,2022,7.5,5.297910690307617,2.202089309692383,1.0745097339624328
26178079,ESCOLA ESTADUAL FERNANDO SOARES LYRA,Cabo de Santo Agostinho,2023,2.7,0.5189774632453918,2.1810225367546083,1.0642301996650807
26039770,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO DOUTOR ALIPIO LUSTOSA,Belém do São Francisco,2022,2.6,0.4675252437591553,2.132474756240845,1.0405413045350291
26074079,ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTA CORDEIRO DE MELO,Calçado,2023,3.3,1.2357547283172607,2.064245271682739,1.007248719634753
26043009,ESCOLA ESTADUAL INDIGENA SANTA CLARA,Tacaratu,2022,23.7,21.643617630004883,2.0563823699951165,1.0034120158446964
26121859,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FERNANDES,Recife,2023,4.7,2.6590678691864014,2.040932130813599,0.9958730698448597
26140144,ESCOLA DE REFERENCIA EM ENSINO MEDIO PAU BRASIL,Santa Maria da Boa Vista,2022,3.3,1.2839826345443726,2.0160173654556273,0.9837159071999576
26089947,ESCOLA SEVERINO GOUVEIA DE LIMA,Itaquitinga,2023,4.7,2.731348752975464,1.9686512470245363,0.9606036042201413
26019825,ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON SIMOES,São José do Egito,2023,2.7,0.7395719885826111,1.960428011417389,0.9565910754522775
26095297,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA AMELIA COELHO,Vitória de Santo Antão,2023,2.3,0.35107332468032837,1.9489266753196715,0.950978997169995
26125978,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS,Recife,2023,2.4,0.4545546770095825,1.9454453229904174,0.9492802708973268
26111357,ESCOLA ZEQUINHA BARRETO,Jaboatão dos Guararapes,2022,3.3,1.388625144958496,1.9113748550415037,0.9326555821117131
26107600,ESCOLA FREI CANECA,Camaragibe,2022,2.9,0.9967914819717407,1.9032085180282592,0.9286708170193405
26043408,ESCOLA PRINCESA ISABEL,Tacaratu,2023,12.3,10.403977394104004,1.8960226058959968,0.9251644503613082
26109115,ESCOLA SOUZA BRANDAO,Jaboatão dos Guararapes,2022,2.5,0.606914758682251,1.893085241317749,0.9237311629748105
26051176,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO EURICO QUEIROZ,Bezerros,2022,3.7,1.822259545326233,1.8777404546737673,0.9162436725528901
26044412,ESCOLA JOAO RODRIGUES CARDOSO,Águas Belas,2022,2.5,0.6568195223808289,1.8431804776191711,0.8993801277424076
26023334,ESCOLA DE REFERENCIA EM FUNDAMENTAL E MEDIO PEDRO PIRES FERREIRA,Tabira,2023,2.2,0.37397313117980957,1.8260268688201906,0.8910100223402506
26019825,ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON SIMOES,São José do Egito,2022,2.4,0.5759948492050171,1.8240051507949828,0.8900235247954638
26079593,ESCOLA DE REFERENCIA EM ENSINO MEDIO REGINA PACIS - GARANHUNS,Palmeirina,2022,2.2,0.3855211138725281,1.814478886127472,0.8853751828465295
26185725,ESCOLA ESTADUAL LUIZ GOMES DINIZ,Bodocó,2022,2.8,1.025794506072998,1.7742054939270018,0.8657237764532361
26108925,ESCOLA DE REFERENCIA EM ENSINO MEDIO NESTOR GOMES DE MOURA,Jaboatão dos Guararapes,2022,2.3,0.5280035734176636,1.7719964265823362,0.8646458617862995
26056550,ESCOLA AARAO LINS DE ANDRADE,Gravatá,2022,2.3,0.5374898314476013,1.7625101685523985,0.8600170410808072
26122847,ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS,Recife,2022,2.2,0.4615587294101715,1.7384412705898287,0.8482726195295566
26093219,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO BATISTA DE VASCONCELOS - CHA GRANDE,Chã Grande,2022,2.1,0.38198336958885193,1.7180166304111482,0.8383064139864498
26027917,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO GUILHERME DIAS LIMA,Inajá,2023,2.1,0.3938184976577759,1.7061815023422242,0.8325314618731191
26065606,ESCOLA JOSE BEZERRA DE ANDRADE,Taquaritinga do Norte,2023,3.5,1.805246114730835,1.694753885269165,0.8269553547974653
26038935,ESCOLA DE REFERENCIA EM ENSINO MEDIO MONSENHOR JOAO PIRES,Belém do São Francisco,2022,3.4,1.729740858078003,1.670259141921997,0.8150031419414299
26047187,ESCOLA DE REFERENCIA EM ENSINO MEDIO PEDRO DE ALCANTARA RAMOS,Itaíba,2022,2.1,0.4307047724723816,1.6692952275276185,0.814532799800942
26050064,ESCOLA FREI CASSIANO COMACCHIO,Belo Jardim,2023,6.0,4.338871955871582,1.661128044128418,0.810547621714444
26041200,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO TRES MARIAS,Floresta,2023,3.9,2.2500956058502197,1.6499043941497802,0.80507104040616
26053853,ESCOLA DE REFERENCIA EM ENSINO MEDIO NICANOR SOUTO MAIOR,Caruaru,2023,2.0,0.3801352381706238,1.6198647618293762,0.7904131983327903
26176220,ESCOLA TECNICA ESTADUAL CELIA DE SOUZA LEAO ARRAES DE ALENCAR,Bonito,2022,1.9,0.3161409795284271,1.5838590204715728,0.7728441926629439
26124920,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SAO FRANCISCO DE ASSIS,Recife,2022,2.0,0.41619929671287537,1.5838007032871246,0.7728157367860314
26088134,ESCOLA SAO JOSE,Carpina,2022,2.0,0.4170924723148346,1.5829075276851654,0.7723799116475056
26091828,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR JOSE MENDES DA SILVA,Timbaúba,2022,4.5,2.9173402786254883,1.5826597213745117,0.7722589945294929
26035502,ESCOLA ANTONIO NUNES DOS SANTOS,Petrolina,2023,1.9,0.3239058554172516,1.5760941445827483,0.7690553205727754
26012081,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO AGRICOLA DE UMAS,Salgueiro,2023,2.0,0.4349041283130646,1.5650958716869354,0.7636887120381846
26129817,ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR ANTONIO DA SILVA GUIMARAES,Cabo de Santo Agostinho,2023,1.8,0.2962956130504608,1.5037043869495392,0.7337327299431835
26068877,ESCOLA DE REFERENCIA EM ENSINO MEDIO NOSSA SENHORA AUXILIADORA,João Alfredo,2022,1.8,0.3161409795284271,1.483859020471573,0.724049181069498
26111284,ESCOLA VILA JOAO DE DEUS,Jaboatão dos Guararapes,2022,5.9,4.423264980316162,1.4767350196838382,0.7205730240592056
26107678,ESCOLA MINISTRO JARBAS PASSARINHO,Camaragibe,2022,2.9,1.4398993253707886,1.4601006746292113,0.7124562934613067
26118742,ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR PAULO PESSOA GUERRA,Recife,2023,1.7,0.2962956130504608,1.4037043869495391,0.6849377183497375
26131528,ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTINA DA COSTA SOARES,Ipojuca,2023,1.9,0.49695175886154175,1.4030482411384582,0.6846175519251506
26101599,ESCOLA PROFESSOR ELISEU PEREIRA DE MELO,Palmares,2022,5.9,4.506269931793213,1.3937300682067875,0.6800707483628445
26040956,ESCOLA TECNICA ESTADUAL DEPUTADO AFONSO FERRAZ,Floresta,2023,1.7,0.31834349036216736,1.3816565096378326,0.6741794540593815
26043505,ESCOLA DE REFERENCIA EM ENSINO MEDIO JULIA GOMES DE ARAUJO,Tacaratu,2022,1.7,0.32658645510673523,1.3734135448932647,0.670157298456626
26018314,ESCOLA DE REFERENCIA EM ENSINO MEDIO TERESA TORRES,Itapetim,2023,4.0,2.6339352130889893,1.3660647869110107,0.6665714711472108
26024047,ESCOLA MONSENHOR LUIZ SAMPAIO,Triunfo,2022,2.5,1.1401766538619995,1.3598233461380005,0.6635259593984224
26126133,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL,Recife,2023,1.8,0.4554971158504486,1.3445028841495514,0.6560503381949893
26178087,ESCOLA DE REFERENCIA EM ENSINO MEDIO CABO DE SANTO AGOSTINHO,Cabo de Santo Agostinho,2023,1.6,0.2962956130504608,1.3037043869495393,0.6361427067562916
26001900,ESCOLA JOAO CARLOS LOCIO DE ALMEIDA,Bodocó,2022,1.9,0.6248688697814941,1.2751311302185058,0.6222003828217587
26028409,ESCOLA MARIA GILDETE ARAUJO,Inajá,2023,12.8,11.526103973388672,1.2738960266113288,0.6215977138734456
26020882,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO METHODIO DE GODOY LIMA,Serra Talhada,2023,1.7,0.43145668506622314,1.2685433149337768,0.6189858575898204
26121344,ESCOLA DE REFERENCIA EM ENSINO MEDIO LUIZ DELGADO,Recife,2022,4.1,2.8469953536987305,1.2530046463012692,0.6114037624291211
26083493,ESCOLA PE JOSE AUGUSTO,Bonito,2022,1.6,0.3534735441207886,1.2465264558792115,0.6082427286616325
26149907,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JUAZEIRO,Tacaratu,2022,2.9,1.6638737916946411,1.2361262083053588,0.6031679266522241
26051737,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA MARIA ANA,Bezerros,2022,1.8,0.5682907700538635,1.2317092299461365,0.6010126615497615
26014572,ESCOLA CONEGO JOAO LEITE GONCALVES DE ANDRADE,Afogados da Ingazeira,2022,2.1,0.8941847681999207,1.2058152318000794,0.5883776821523863
26100940,ESCOLA DE REFERENCIA EM ENSINO MEDIO MIGUEL PELLEGRINO,Jaqueira,2023,1.6,0.3959665894508362,1.204033410549164,0.5875082422664276
